trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
15,NVDA,A,LONG,2025-09-22,183.6,5.110716818876704,2025-09-23,182.05098,16.5059,176.9403,120.2,12018.63,2025-09-24,176.8518,SL,2,-85.817,1.0,-86.817,-0.007224,False,all
16,NVDA,A,LONG,2025-09-25,177.68,5.27184579120704,2025-09-26,178.24908,16.7347,172.9772,119.32,11930.81,2025-10-23,182.0289,TIME,20,63.255,1.0,62.255,0.005218,True,all
1,AAPL,A,SHORT,2023-08-23,181.18,3.077763619694171,2023-08-24,180.519695,17.3111,183.5975,125.0,12499.0,2023-08-29,183.6893,SL,4,-54.8687,1.0,-55.8687,-0.00447,False,all
2,AAPL,A,SHORT,2023-09-20,175.48,3.6322363446942254,2023-09-21,174.422745,17.8347,178.055,124.43,12442.13,2023-10-09,178.144,SL,13,-66.3677,1.0,-67.3677,-0.005414,False,all
3,AAPL,A,LONG,2023-12-22,193.59,2.7342138232336275,2023-12-26,193.706805,15.971,190.9726,123.75,12373.76,2024-01-02,190.8771,SL,5,-45.1931,1.0,-46.1931,-0.003733,False,all
4,AAPL,A,LONG,2024-01-29,191.765,3.092112404487707,2024-01-30,190.96543499999999,16.1385,187.8733,123.28,12326.57,2024-01-30,187.7794,SL,1,-51.418,1.0,-52.418,-0.004252,False,all
5,AAPL,A,SHORT,2024-03-18,173.68,3.340927105885247,2024-03-19,174.25283000000002,17.6097,177.5938,122.74,12273.15,2024-03-20,177.6826,SL,2,-60.3964,1.0,-61.3964,-0.005002,False,all
6,AAPL,A,SHORT,2024-03-21,171.38,3.6808789546756167,2024-03-22,171.67412,17.7833,175.355,122.12,12210.76,2024-04-11,175.4427,SL,14,-67.0175,1.0,-68.0175,-0.00557,False,all
7,AAPL,A,SHORT,2025-02-07,227.68,6.19265864613458,2025-02-10,229.46521,13.2294,235.6579,121.43,12141.74,2025-02-12,235.7757,SL,3,-83.4839,1.0,-84.4839,-0.006958,False,all
8,AAPL,A,LONG,2025-02-26,240.38,5.3641553180648165,2025-02-27,239.769825,12.5717,234.4057,120.57,12056.25,2025-02-27,237.3713,EMA50_STRUCT,1,-30.1541,1.0,-31.1541,-0.002584,False,all
9,AAPL,A,LONG,2025-02-28,241.37,5.5053175956783384,2025-03-03,241.9209,12.4267,236.4156,120.25,12024.1,2025-03-03,236.2974,SL,1,-69.8818,1.0,-70.8818,-0.005895,False,all
10,AAPL,A,SHORT,2025-03-26,221.4,5.879335722472881,2025-03-27,221.28930000000003,13.5041,227.1686,119.53,11952.22,2025-04-03,203.7531,TP,6,236.8097,1.0,235.8097,0.019729,True,all
11,AAPL,A,SHORT,2025-04-14,202.61,11.43158269479383,2025-04-15,201.908995,10.6617,213.3406,121.88,12187.03,2025-04-30,213.4472,SL,11,-123.0176,1.0,-124.0176,-0.010176,False,all
12,AAPL,A,LONG,2025-09-12,234.04,4.70712479084031,2025-09-15,236.85837,12.7323,232.1512,120.63,12062.01,2025-09-22,250.8543,TP,6,178.1999,1.0,177.1999,0.014691,True,all
13,AAPL,A,LONG,2025-10-15,249.405,4.720856098866345,2025-10-16,248.394135,12.3183,243.6733,122.39,12238.21,2025-10-21,262.4254,TP,4,172.8422,1.0,171.8422,0.014041,True,all
14,AAPL,A,LONG,2025-11-17,267.5,5.288980325704496,2025-11-18,270.0499575,11.4887,264.761,124.1,12409.05,2025-12-02,285.7739,TP,10,180.6476,1.0,179.6476,0.014477,True,all
15,AAPL,A,LONG,2025-12-11,278.08,4.941331854494629,2025-12-12,278.05896,11.3184,273.1176,125.89,12587.7,2025-12-15,272.9811,SL,2,-57.4735,1.0,-58.4735,-0.004645,False,all
16,AAPL,A,SHORT,2026-01-27,258.28,5.1821859415547875,2026-01-28,257.37125000000003,12.1704,262.5534,125.29,12528.23,2026-02-02,262.6847,SL,4,-64.6669,1.0,-65.6669,-0.005242,False,all
